banco_codigo;tabela_codigo;tipo_formalizacao;prazo;datas;Data Inicio;Data Fim;Data Ajustar
623;500015;DIGITAL;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500015;DIGITAL;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500015;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500080;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500082;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500483;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500890;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500893;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;500998;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501522;PADRAO;48 a 48;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501522;PADRAO;60 a 60;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501522;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501522;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501522;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501523;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501523;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501523;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501524;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501524;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501524;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501525;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501526;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501527;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501528;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501529;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501530;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501698;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501712;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501755;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501756;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501757;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501883;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501884;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501885;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501886;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501886;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501887;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501888;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501892;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501904;PADRAO;48 a 48;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501904;PADRAO;60 a 60;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501904;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501904;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501904;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501905;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501905;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501905;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501906;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501906;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501906;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501907;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501908;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501909;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501910;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501911;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501988;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501997;PADRAO;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501997;PADRAO;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;501997;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510533;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510534;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510535;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510536;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510537;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510538;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510542;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510542;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510543;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510543;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510544;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510544;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510545;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510546;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510547;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510548;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510681;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510682;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510683;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510684;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510685;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510686;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510687;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510688;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510689;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510690;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510702;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510703;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510704;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510820;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510821;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510890;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510891;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510892;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510893;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510894;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510895;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510896;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510896;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510897;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510898;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510899;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510900;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510901;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510902;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510903;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510903;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510910;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510917;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510919;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510920;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510921;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510921;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510922;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510922;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510923;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510923;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510924;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510925;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510926;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510930;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510931;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;510932;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6091;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6091;DIGITAL;48 a 48;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6091;DIGITAL;60 a 60;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6091;DIGITAL;72 a 72;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6091;DIGITAL;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6091;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6092;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6093;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6094;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610197;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610201;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610205;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610209;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610213;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610217;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610221;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610225;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610229;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610233;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610237;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610238;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610239;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610240;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610241;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610242;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610243;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610251;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610253;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610255;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610257;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610259;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610261;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610263;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610265;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610267;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610269;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610271;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610273;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610275;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610277;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610279;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610282;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610283;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610284;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610285;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610286;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610287;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610288;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610289;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610290;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610291;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610292;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610293;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610294;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610295;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610296;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;610297;PADRAO;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6104;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6169;DIGITAL;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6169;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6170;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6171;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6172;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6187;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6197;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6198;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6199;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6200;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6201;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6202;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6203;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6204;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6205;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6206;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6207;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6209;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;6211;DIGITAL;96 a 96;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701434;PADRAO;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701442;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701442;PADRAO;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701632;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701632;PADRAO;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701633;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;701633;PADRAO;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;702373;DIGITAL;84 a 84;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;703202;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;703211;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;703417;DIGITAL;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
623;703417;PADRAO;36 a 36;2021-08-03 a 9999-12-31;03/08/2021;31/12/9999;08/08/2021
